book_id,title,author,publisher,creation_date,pub_date,item_type,location_code,material_type,barcode,publication_place,language,descripton,loans
4864,"Chinese-Islamic works of art, 1644-1912 : a study of some Qing dynasty examples /","Curtis, Emily Byrne, author.",Routledge an imprint of the Taylor & Francis Group,2020-01-22T13:37:41Z,2020.,Book - Physical,GEN,Book,31175037841577,"Abingdon, Oxon ; New York, NY :",eng,NA,1
4865,Perrudja : Roman,"Jahnn, Hans",EuropaÌische Verlagsanstalt/Frankfurt am Main,2020-01-24T15:40:06Z,1958,Book - Physical,GEN,Book,9175639,Frankfurt am Main,eng,NA,1
4866,Differential equations of mathematical physics,"Koshliï¸ aï¸¡kov, N",North-Holland Pub CoInterscience Publishers/Amsterdam New York,2020-01-22T12:42:24Z,1964,Book - Physical,GEN,Book,9164738,Amsterdam ;New York,eng,NA,1
4867,Handbook of emotion regulation,J. J. Gross (Ed.),New York NY,2020-01-31T14:21:52Z,2014,Book - Physical,GEN,Book,9169755,NA,eng,NA,1
4868,Panj dastan,"AÌl AhÌ£mad, JalaÌl",Intisharat-i Ravaq/Tihran,2020-01-24T15:38:43Z,1975,Book - Physical,GEN,Book,9174906,[Tihran],eng,NA,1
4869,Severe and hazardous weather /,"Rauber, Robert M.",Kendall/Hunt Pub Co/Dubuque Iowa,2020-01-28T11:27:28Z,c2002,Book - Physical,GEN,Book,9178616,"Dubuque, Iowa :",eng,NA,1
4870,"Supporting today's students in the library : strategies for retaining and graduating international, transfer, first-generation, and re-entry students /",NA,Association of College and Research Libraries,2020-01-30T14:00:18Z,2020.,Book - Physical,GEN,Book,31175038756337,"Chicago, Illinois :",eng,NA,1
4871,"Ways with words : language, life, and work in communities and classrooms /","Heath, Shirley Brice.",Cambridge University Press/Cambridge Cambridgeshire,2020-01-29T10:35:33Z,1983,Book - Physical,GEN,Book,9178856,Cambridge [Cambridgeshire] ;,eng,NA,1
4872,"Imagined futures : writing, science and modernity in the To-day and To-morrow book series, 1923-31 /","Saunders, Max, author.",Oxford University Press,2020-01-27T12:19:29Z,2019.,Book - Physical,GEN,Book,31175038759026,"Oxford, United Kingdom :",eng,NA,1
4873,The history and archaeology of Phoenicia /,"Sader, Hélène S., 1952- author.",SBL Press,2020-01-27T12:19:27Z,[2019],Book - Physical,GEN,Book,31175038759083,Atlanta :,eng,NA,1
4874,"André Bazin's film theory : art, science, religion /","Dalle Vacche, Angela, 1954- author.",Oxford University Press,2020-01-29T09:03:13Z,[2020],Book - Physical,GEN,Book,31175038757590,"New York, NY :",eng,NA,1
4875,Literature and law in the era of Magna Carta /,"Jahner, Jennifer, author.",Oxford University Press,2020-01-27T12:19:28Z,2019.,Book - Physical,GEN,Book,31175038758176,"Oxford ; New York, NY :",eng,NA,1
4876,Climate change from the streets : how conflict and collaboration strengthen the environmental justice movement /,"Méndez, Michael author. (Michael Anthony),",Yale University Press,2020-01-27T23:24:14Z,[2020],Book - Physical,GEN,Book,31175038822899,New Haven [Connecticut] :,eng,NA,1
4877,The Oxford handbook of the Phoenician and Punic Mediterranean /,NA,Oxford University Press,2020-01-29T23:08:24Z,[2019],Book - Physical,GEN,Book,31175038847516,"New York, NY :",eng,NA,1
4878,Among others : blackness at MoMA /,"English, Darby, 1974- author.",Distributed in the United States and Canada by ARTBOOK/DAP; The Museum of Modern Art,2020-01-29T23:08:22Z,[2019],Book - Physical,GEN,Book,31175038840198,New York :,eng,NA,1
4879,Feminismos insurgentes /,NA,Milena Caserola,2020-02-03T16:06:42Z,[2019],Book - Physical,GEN,Book,31175037853556,[Argentina] :,spa,NA,1
4880,Spenserian moments /,"Teskey, Gordon, 1953- author.",The Belknap Press of Harvard University Press,2020-02-03T14:06:04Z,2019.,Book - Physical,GEN,Book,31175037842377,"Cambridge, Massachusetts :",eng,NA,1
4881,Who owns religion? : scholars and their publics in the late twentieth century /,"Patton, Laurie L., 1961- author.",The University of Chicago Press,2020-02-12T09:13:12Z,2019.,Book - Physical,GEN,Book,31175038753292,Chicago :,eng,NA,1
4882,Environmental justice in a moment of danger /,"Sze, Julie, author.",University of California Press,2020-02-12T09:13:10Z,[2020],Book - Physical,GEN,Book,31175037846170,"Oakland, California :",eng,NA,1
4883,Memoria de los orígenes : El discurso histórico-eclesiástico en el mundo moderno /,NA,Editorial Universidad de Sevilla,2020-02-12T14:53:28Z,2019.,Book - Physical,GEN,Book,31175038818699,Sevilla :,spa,NA,1
4884,Derechos humanos y ley antiterrorista.,NA,Servicios Populares/Lima Peru?,2020-02-12T11:44:36Z,1982,Book - Physical,GEN,Book,9201338,[Lima Peru?],eng,NA,1
4885,"Democracia, militarizacioÌn y derechos humanos en el PeruÌ, 1980-84","Diez Canseco, Javier",AsociacioÌn Pro Derechos Humanos Servicios Populares/Lima?,2020-02-12T11:45:42Z,1985,Book - Physical,GEN,Book,9201334,[Lima?],eng,NA,1
4886,Autour de TheÌodoret de Cyr,"Petit, FrancÌ§oise",Peeters/Lovanii,2020-02-20T09:47:37Z,2003,Book - Physical,GEN,Book,9211399,Lovanii,eng,NA,1
4887,Lessons drawn : essays on the pedagogy of comics and graphic novels /,NA,McFarland & Company Inc Publishers,2020-02-20T23:14:11Z,[2019],Book - Physical,GEN,Book,31175038847664,"Jefferson, North Carolina :",eng,NA,1
4888,Les anciens commentateurs grecs de lOctateuque et des Rois : (fragments tireÌs des chaiÌnes),"Devreesse, Robert",Biblioteca apostolica vaticana/Citta del Vaticana,2020-02-20T09:38:38Z,1959,Book - Physical,GEN,Book,9211403,Citta del Vaticana,eng,NA,1
4889,HekimbasÌ§Ä± OÌmer Efendi : hayatÄ± ve eserleri hakkÄ±nda : Molla GuÌranÄ±Ì semtinde cÌ§ok sahibi olmasÄ±ndan yÄ±kÄ±lan medresesinden oÌtuÌruÌ,"UÌnver, A",Dirim LaboratuarÄ±/IÌstanbul,2020-02-21T15:22:22Z,1955,Book - Physical,GEN,Book,9215593,IÌstanbul,eng,NA,1
4890,Lettere edite e inedite.,"Cavalcanti, Bartolomeo, 1503-1562.",Commissione per i testi in lingua/Bologna,2020-02-28T15:33:24Z,1967,Book - Physical,GEN,Book,9227212,"Bologna,",eng,NA,1
4891,Awakened dreams : Rajis journeys with the Mirror Dede,Ahmet Hilmi SÌ§ehbenderzade,Threshold Books/Putney Vt,2020-02-28T15:38:09Z,1993,Book - Physical,GEN,Book,9230206,Putney Vt.,eng,NA,1
4892,Decisive battles of SÌer SÌah,"Ambashthya, Brahmadeva",Janaki Prakashan/Patna,2020-02-27T08:10:59Z,1977,Book - Physical,GEN,Book,9226430,Patna,eng,NA,1
4893,Historia sumaria de la ciudad de MeÌxico,"Galindo y Villa, JesuÌs",Editorial Nacional/MeÌxico,2020-02-25T10:23:25Z,1973,Book - Physical,GEN,Book,9222368,MeÌxico,eng,NA,1
4894,"The history of the Church missionary society, its environment, its men and its work,","Stock, Eugene, 1836-1928.",Church missionary society/London,2020-02-24T15:32:44Z,1899-1916,Book - Physical,GEN,Book,9221802,"London,",eng,NA,1
4895,"A collective bargain : unions, organizing, and the fight for democracy /","McAlevey, Jane, author.",Ecco an imprint of Harper Collins Publishers,2020-02-27T08:34:33Z,[2020],Book - Physical,GEN,Book,31175037847483,"New York, NY :",eng,NA,1
4896,Michael Walzer /,"Reiner, J. Toby, author.",Polity,2020-02-27T08:34:32Z,2020.,Book - Physical,GEN,Book,31175038801968,"Cambridge, UK ; Medford, MA :",eng,NA,1
4897,"Law, empire, and the sultan : Ottoman imperial authority and late Ḥanafī jurisprudence /","Ayoub, Samy, author.",Oxford University Press,2020-03-05T14:11:33Z,[2020],Book - Physical,GEN,Book,31175037897280,"New York, NY :",eng,NA,1
4898,The invention of papal history : Onofrio Panvinio between Renaissance and Catholic reform /,"Bauer, Stefan, 1972- author.",Oxford University Press,2020-03-03T13:40:19Z,2020.,Book - Physical,GEN,Book,31175037842310,"Oxford, United Kindgom :",eng,NA,1
4899,"The Latinx urban condition : trauma, memory, and desire in Latinx urban literature and culture /","Lopez-Gonzalez, Crescencio, author.",Lexington Books,2020-03-09T23:22:00Z,[2020],Book - Physical,GEN,Book,31175038977891,"Lanham, Maryland :",eng,NA,1
4900,Iberian empires and the roots of globalization /,NA,Vanderbilt University Press,2020-03-09T15:42:20Z,[2019],Book - Physical,GEN,Book,31175038804749,Nashville :,eng,NA,1
4901,"Inventaire des Affaitadi, banquiers italiens aÌ Anvers de lanneÌe 1568,","Affaitadi, family","EÌditions de ""Sikkel""/Anvers",2020-03-09T11:03:02Z,1934,Book - Physical,GEN,Book,9240067,Anvers,eng,NA,1
4902,Photographing the Jewish nation : pictures from S. An-sky's ethnographic expeditions /,NA,Brandeis University Press,2016-08-03T02:11:08Z,2014.,Book - Physical,GEN,Book,31175038811389,"Waltham, Massachusetts :",eng,NA,1
4903,"Familia y vida privada : transformaciones, tensiones, resistencias y nuevos sentidos?","ValdeÌs, Teresa",FLACSO-Chile CEDEM/Vitacura,2020-03-13T08:13:59Z,2005,Book - Physical,GEN,Book,9247419,Vitacura,eng,NA,1
4904,"El poder en la pareja, la sexualidad y la reproduccion : mujeres de Santiago","ValdeÌs, Teresa",FLACSO/Chile,2020-03-13T08:14:05Z,1999,Book - Physical,GEN,Book,9247413,Chile,eng,NA,1
4905,Mujeres latinoamericanas en cifras.,"ValdeÌs, Teresa",Instituto de la Mujer Ministero de Asuntos Sociales de EspanÌa Facultad Latinoamericana de Ciencias Sociales FLACSO/Madrid Santiago,2020-03-13T08:15:13Z,1992,Book - Physical,GEN,Book,9247422,Madrid ;Santiago,eng,NA,1
4906,Muhalefetin iflasi : Hürriyet ve Itilaf Firkasi,"Ahmet Hilmi Sehbenderzade, Ahmet",Nehir Yayinlari/Çemberlitas Istanbul,2020-03-18T12:28:25Z,1991,Book - Physical,GEN,Book,9250648,Çemberlitas Istanbul,eng,NA,1
4907,Fundación CEMA Chile,NA,Depto de RR PP de Cema Chile,2020-03-18T12:22:08Z,[1984?],Book - Physical,GEN,Book,9247392,Portugal [Chile],eng,NA,1
4908,Islâm tarihi Hazret-i Peygamberden zamani-miza kadar,"Ahmed Hilmi, Sehbenderzade",Ötüken Yayinevi/Istanbul,2020-03-18T12:27:20Z,1974,Book - Physical,GEN,Book,9250654,Istanbul,eng,NA,1
4909,Defending Muḥammad in modernity /,"Tareen, SherAli K., author.",University of Notre Dame Press,2020-05-05T15:08:15Z,[2020],Book - Physical,GEN,Book,31175038962935,"Notre Dame, Indiana :",eng,NA,1
4910,Epistolario inédito entre Ruggero de Tassis y el cardenal Granvelle (1536-1565) : edición y notas /,NA,Istituto di studi storici postali,2020-03-11T08:00:36Z,[2017],Book - Physical,GEN,Book,31175038987718,Prato :,ita,NA,1
4911,Comics and stuff /,"Jenkins, Henry, 1958- author.",New York University Press,2020-06-03T09:15:49Z,[2020],Book - Physical,GEN,Book,31175038817451,New York :,eng,NA,1
4912,Tropical dream palaces : cinema in colonial West Africa /,"Goerg, Odile, author.",Oxford University Press,2020-06-03T09:15:52Z,[2020],Book - Physical,GEN,Book,31175038816578,Oxford ; New York :,eng,NA,1
4913,"Imagining Anglo-Saxon England : utopia, heterotopia, dystopia /","Karkov, Catherine E., 1956- author.",Boydell Press,2020-06-03T09:15:47Z,2020.,Book - Physical,GEN,Book,31175038968924,"Woodbridge, Suffolk, UK ; Rochester, NY, USA :",eng,NA,1
4914,Ancient knowledge networks : a social geography of cuneiform scholarship in first-millennium Assyria and Babylonia /,"Robson, Eleanor, author.",UCL Press,2020-06-03T09:15:47Z,2019.,Book - Physical,GEN,Book,31175038955921,London :,eng,NA,1
4915,Candice Lin : a hard white body /,"Lin, Candice, artist, interviewee.",Distributed by University of Chicago Press; Reva and David Logan Center for the Arts,2020-06-03T09:15:54Z,[2019],Book - Physical,GEN,Book,31175038817659,"Chicago, IL :",eng,NA,1
4916,"Divination, magic, and healing : the book of Jewish folklore /","Isaacs, Ronald H.",Jason Aronson,2020-06-03T00:52:08Z,©1998.,Book - Physical,GEN,Book,31175038963446,"Northvale, N.J. :",eng,NA,1
4917,Horror fiction in the 20th century : exploring literature's most chilling genre /,"Nevins, Jess, author.",Praeger Imprint of ABC-CLIO LLC,2020-06-03T09:15:46Z,[2020],Book - Physical,GEN,Book,31175038966407,"Santa Barbara, California :",eng,NA,1
4918,Beyond the blockbusters : themes and trends in contemporary young adult fiction /,NA,University Press of Mississippi,2020-06-03T09:15:52Z,2020,Book - Physical,GEN,Book,31175038963800,Jackson :,eng,NA,1
4919,"Germany, a nation in its time : before, during, and after nationalism, 1500-2000 /","Smith, Helmut Walser, 1962- author.",Liveright Publishing Corporation,2020-06-03T09:15:56Z,[2020],Book - Physical,GEN,Book,31175038965326,"New York, NY :",eng,NA,1
4920,Creole composition : academic writing and rhetoric in the Anglophone Caribbean /,NA,Parlor Press,2020-06-03T09:15:53Z,[2019],Book - Physical,GEN,Book,31175038964998,"Anderson, South Carolina :",eng,NA,1
4921,"Conquered populations in early Islam : non-Arabs, slaves and the sons of slave mothers /","Urban, Elizabeth (Assistant Professor of the Islamic World), author.",Edinburgh University Press,2020-06-03T09:22:22Z,[2020],Book - Physical,GEN,Book,31175038968809,Edinburgh :,eng,NA,1
4922,The fifth wave : the evolution of American higher education /,"Crow, Michael M., author.",Johns Hopkins University Press,2020-06-03T09:22:24Z,[2020],Book - Physical,GEN,Book,31175038968783,"Baltimore, Maryland :",eng,NA,1
4923,Thinking through place on the early modern English stage /,"Bozio, Andrew, author.",Oxford University Press,2020-06-03T09:15:47Z,2020.,Book - Physical,GEN,Book,31175038827815,"Oxford, United Kingdom :",eng,NA,1
4924,The Qur'an : what everyone needs to know /,"McAuliffe, Jane Dammen, author.",Oxford University Press,2020-06-03T09:24:41Z,[2020],Book - Physical,GEN,Book,31175038817055,"New York, NY :",eng,NA,1
4925,The nature of contingency : quantum physics as modal realism /,"Wilson, Alastair, 1983- author.",Oxford University Press,2020-06-03T09:24:43Z,2020.,Book - Physical,GEN,Book,31175038814375,"Oxford, United Kingdom ; New York, NY :",eng,NA,1
4926,Rediscovering the Islamic classics : how editors and print culture transformed an intellectual tradition /,"El Shamsy, Ahmed, 1976- author.",Princeton University Press,2020-06-03T09:24:42Z,[2020],Book - Physical,GEN,Book,31175038956432,"Princeton, NJ :",eng,NA,1
4927,Turning towards the Lord : orientation in liturgical prayer /,"Lang, Uwe Michael, 1972- author.",Ignatius Press,2020-06-04T23:59:16Z,2009.,Book - Physical,GEN,Book,31175038818533,San Francisco :,eng,NA,1
4928,Layli & Majnun /,"Niẓāmī Ganjavī, 1140 or 1141-1202 or 1203, author.",Mage Publishers,2020-07-14T14:56:25Z,[2020],Book - Physical,GEN,Book,31175038812056,"[Odenton, Maryland?] :",eng,NA,1
4929,Contributions.,Texas Research Foundation.,Texas Research Foundation,2016-08-03T03:59:52Z,1950-1970.,Other Serial (Ceased publication) - Physical,GEN,Journal,31175021479533,Renner :,eng,v.1,1
4930,Toxicon and Arachne /,"McSweeney, Joyelle, 1976- author.",Nightboat Books,2020-07-16T13:40:00Z,[2020],Book - Physical,GEN,Book,31175038972280,New York :,eng,NA,1
4931,The mirror & the light /,"Mantel, Hilary, 1952-2022, author.",Henry Holt and Company,2020-07-16T11:35:53Z,[2020],Book - Physical,GEN,Book,31175038963743,New York :,eng,NA,1
4932,Untold night and day /,"Pae, Su-a, 1965- author.",The Overlook Press,2020-07-16T14:09:58Z,2020.,Book - Physical,GEN,Book,31175038821727,"New York, NY :",eng,NA,1
4933,Ethics through history : an introduction /,"Irwin, Terence, author.",Oxford University Press,2020-07-16T14:09:58Z,2020.,Book - Physical,GEN,Book,31175038827104,Oxford :,eng,NA,1
4934,Karl Kraus and the discourse of modernity /,"Linden, Ari, author.",Northwestern University Press,2020-07-16T14:09:59Z,2020.,Book - Physical,GEN,Book,31175038819465,"Evanston, Illinois :",eng,NA,1
4935,"Feminism, interrupted : disrupting power /","Olufemi, Lola, author.",Pluto Press,2020-07-16T13:40:04Z,2020.,Book - Physical,GEN,Book,31175038972322,London :,eng,NA,1
4936,Mesopotamia : civilization begins /,NA,The J Paul Getty Museum,2020-07-16T13:40:04Z,[2020],Book - Physical,GEN,Book,31175038977149,Los Angeles :,eng,NA,1
4937,The Masnavi of Rumi /,"Jalāl al-Dīn Rūmī, Maulana, 1207-1273, author.",IB Tauris,2020-07-16T14:09:58Z,2020,Book - Physical,GEN,Book,31175038826890,"London, United Kingdom :",eng,v.1,1
4938,The room where it happened : a White House memoir /,"Bolton, John R., author.",Simon & Schuster,2020-07-16T15:43:11Z,2020.,Book - Physical,GEN,Book,31175038825645,New York :,eng,NA,1
4939,The life of a pest : an ethnography of biological invasion in Mexico /,"Wanderer, Emily, author.",The University of California Press,2020-07-16T15:09:53Z,[2020],Book - Physical,GEN,Book,31175038973833,"Oakland, California :",eng,NA,1
4940,Aztec codices : what they tell us about daily life /,"Diel, Lori Boornazian, 1970- author.",ABC-CLIO an imprint of ABC-CLIO LLC,2020-07-16T15:43:10Z,[2020],Book - Physical,GEN,Book,31175038825538,"Santa, Barbara, California :",eng,NA,1
4941,Imagination now : a Richard Kearney reader /,"Kearney, Richard, author.",Rowman & Littlefield International,2020-07-16T15:43:12Z,[2020],Book - Physical,GEN,Book,31175038848878,London ; New York :,eng,NA,1
4942,Interactive visual data analysis /,"Tominski, Christian, author.",CRC Press,2020-07-22T01:15:28Z,[2020],Book - Physical,GEN,Book,31175038957059,"Boca Raton, FL :",eng,NA,1
4943,Avicenna - ein Universalgelehrter : eine gegenwärtige Analyse des Prinzen der Philosophen Ibn Sīnā /,NA,Universitätsverlag Osnabrück; V&R unipress,2020-07-21T09:56:52Z,[2020],Book - Physical,GEN,Book,31175038826239,Göttingen :,eng,NA,1
4944,Statistics using Stata : an integrative approach /,"Weinberg, Sharon L., author.",Cambridge University Press,2020-07-25T00:38:51Z,2020.,Book - Physical,GEN,Book,31175038599786,"Cambridge, United Kingdom ; New York, NY :",eng,NA,1
4945,Modernism and its environments /,"Rubenstein, Michael, 1971- author.",Bloomsbury Academic,2020-08-01T14:39:32Z,2020.,Book - Physical,GEN,Book,31175038829860,London ; New York :,eng,NA,1
4946,French Renaissance music and beyond : studies in memory of Frank Dobbins /,NA,Brepols,2020-08-19T12:24:50Z,[2018],Book - Physical,GEN,Book,31175038976018,"Turnhout, Belgium :",eng,NA,1
4947,Jazz : a novel /,"Morrison, Toni, author.",Vintage International,2020-08-17T23:56:43Z,2004.,Book - Physical,GEN,Book,31175038979152,New York :,eng,NA,1
4948,Dizionario degli editori musicali italiani : dalle origini alla metà del Settecento /,NA,Edizioni ETS,2020-08-25T11:40:20Z,[2019],Book - Physical,GEN,Book,31175038599158,Pisa :,ita,NA,1
4949,Design basics /,"Pentak, Stephen, author.",Cengage Learning,2020-08-27T15:37:06Z,2016.,Book - Physical,GEN,Book,31175038966621,"Boston, MA :",eng,NA,1
4950,Critical directions in comics studies /,NA,University Press of Mississippi,2020-08-31T14:08:29Z,[2020],Book - Physical,GEN,Book,31175038834803,Jackson :,eng,NA,1
4951,Aligning institutional support for student success : case studies of sophomore-year initiatives /,NA,National Resource Center for The First-Year Experience and Students in Transition,2020-09-08T08:24:49Z,[2019],Book - Physical,GEN,Book,31175038975911,"Columbia, S.C. :",eng,NA,1
4952,"Amos, Obadiah, Jonah /","Smith, Billy K.",Broadman & Holman Publishers,2020-09-16T12:07:52Z,©1995.,Book - Physical,GEN,Book,31175038979509,"[Nashville, Tenn.] :",eng,NA,1
4953,The meeting /,"Kander, Nadav, 1961- photographer.",Steidl,2020-09-30T14:29:54Z,2019.,Book - Physical,GEN,Book,31175038979475,Gottingen :,eng,NA,1
4954,"Mounds 9 and 10 at Mirador, Chiapas, Mexico /","Agrinier, Pierre.",New World Archaeological Foundation Brigham Young University,2016-08-03T01:56:56Z,1975.,Book - Physical,GEN,Book,31175026706815,"Provo, Utah :",eng,NA,1
4955,Libro de los ritos /,"Durán, Diego, -1588?, author.",El Colegio de México Centro de Estudios Lingüísticos y Literarios,2020-09-22T15:32:32Z,2018,Book - Physical,GEN,Book,31175038862721,"Ciudad de México, México :",spa,NA,1
4956,Puerto Rico indócil : antología de cuentos puertorriqueños del siglo XXI /,NA,Algaida,2020-09-18T08:44:40Z,[2015],Book - Physical,GEN,Book,31175038599174,Sevilla :,spa,NA,1
4957,Still life : ecologies of the modern imagination at the art museum /,"Domínguez Rubio, Fernando, author.",The University of Chicago Press,2020-09-22T09:58:38Z,2020.,Book - Physical,GEN,Book,31175038981653,Chicago :,eng,NA,1
4958,Testimonies of enslavement : sources on slavery from the Indian Ocean world /,"Rossum, Matthias van, 1984- author.",Bloomsbury Academic,2020-10-08T09:12:55Z,[2020],Book - Physical,GEN,Book,31175038984137,London :,eng,NA,1
4959,"Fixing Niagara Falls : environment, energy, and engineers at the world's most famous waterfall /","Macfarlane, Daniel, 1979- author.",UBC Press,2020-10-08T09:12:43Z,[2020],Book - Physical,GEN,Book,31175038984392,Vancouver ; Toronto :,eng,NA,1
4960,"Taking leave, taking liberties : American troops on the World War II home front /","Hiltner, Aaron, author.",The University of Chicago Press,2020-10-08T09:12:56Z,2020.,Book - Physical,GEN,Book,31175038984962,Chicago :,eng,NA,1
4961,Let's talk about your wall : Mexican writers respond to the immigration crisis /,NA,The New Press,2020-10-15T10:25:04Z,2020.,Book - Physical,GEN,Book,31175038986819,New York :,eng,NA,1
4962,Microbiology : An evolving science /,"Slonczewski, Joan, author.",W W Norton & Company,2020-08-17T09:07:40Z,[2020],Book - Physical,GEN,Book,31175038981158,"New York, NY :",eng,NA,1
4963,Between Tarhuntas and Zeus Polieus : cultural crossroads in the temples and cults of Graeco-Roman Anatolia /,NA,Peeters,2020-10-20T14:10:35Z,2016.,Book - Physical,GEN,Book,31175038609940,"Leuven ; Paris ; Bristol, CT :",eng,NA,1
4964,Molekulare Analyse des Sexpeptidgens aus Drosophila melanogaster,NA,NA,2020-10-27T08:14:18Z,1992,Book - Physical,GEN,Book,9432246,NA,eng,NA,1
4965,"Cuzco : Incas, Spaniards, and the making of a colonial city /","Schreffler, Michael J., author.",Yale University Press,2020-10-13T08:28:51Z,2020.,Book - Physical,GEN,Book,31175038987429,"New Haven, CT :",eng,NA,1
4966,Afghan village voices : stories from a tribal community /,NA,IB Tauris,2020-10-13T08:28:51Z,2020.,Book - Physical,GEN,Book,31175038987320,London ; New York :,eng,NA,1
4967,Literary Afrofuturism in the twenty-first century /,NA,The Ohio State University Press,2020-10-20T10:29:27Z,[2020],Book - Physical,GEN,Book,31175038987932,Columbus [Ohio] :,eng,NA,1
4968,Collected dramatic works of Mirza Fath-'Ali Akhundzadeh and the story of Yusuf Shah /,"Ākhundʹzādah, Fatḥ ʻAlī, 1812-1878, author.",Mazda Publishers,2020-10-30T00:10:17Z,2019.,Book - Physical,GEN,Book,31175038613868,"Costa Mesa, California :",eng,NA,1
4969,"Bringing them under subjection : California's Tejón Indian Reservation and beyond, 1852-1864 /","Phillips, George Harwood.",University of Nebraska Press,2016-08-03T01:22:31Z,©2004.,Book - Physical,GEN,Book,31175038992155,Lincoln :,eng,NA,1
4970,Approaches to teaching the works of Octavia E. Butler /,NA,The Modern Language Association of America,2020-11-13T08:53:15Z,2019,Book - Physical,GEN,Book,31175038602069,New York :,eng,NA,1
4971,De caelo /,"Aristotle, author.",Hackett Publishing Company Inc,2020-11-09T23:18:26Z,[2020],Book - Physical,GEN,Book,31175038610609,Indianapolis :,eng,NA,1
4972,Lives of the Stoics : the art of living from Zeno to Marcus Aurelius /,"Holiday, Ryan, author.",Portfolio / Penguin an imprint of Penguin Random House LLC,2020-11-10T09:13:23Z,[2020],Book - Physical,GEN,Book,31175038992767,"[New York, New York] :",eng,NA,1
4973,"Clothed in meaning : literature, labor, and cotton in nineteenth-century America /","Cook, Sylvia Jenkins, 1943- author.",University of Michigan Press,2020-11-06T08:11:50Z,2020.,Book - Physical,GEN,Book,31175038595610,Ann Arbor :,eng,NA,1
4974,German as a Jewish problem : the language politics of Jewish nationalism /,"Volovici, Marc, author.",Stanford University Press,2020-11-06T08:11:50Z,[2020],Book - Physical,GEN,Book,31175038595354,"Stanford, California :",eng,NA,1
4975,Kracauer : a biography /,"Später, Jörg, 1966- author.",Polity,2020-11-06T08:11:49Z,[2020],Book - Physical,GEN,Book,31175038595248,"Cambridge, UK ; Medford, MA :",eng,NA,1
4976,Hesiod's verbal craft : studies in Hesiod's conception of language and its ancient reception /,"Vergados, Athanassios, author.",Oxford University Press,2020-11-10T09:13:24Z,2020.,Book - Physical,GEN,Book,31175038994227,"Oxford, United Kingdom ; New York, NY :",eng,NA,1
4977,Social problems /,"Best, Joel, author.",WW Norton & Company Inc,2020-11-16T12:42:19Z,[2021],Book - Physical,GEN,Book,31175038609023,"New York, NY :",eng,NA,1
4978,Maternal impressions : pregnancy and childbirth in literature and theory /,"Mazzoni, Cristina, 1965-",Cornell University Press,2020-11-30T11:08:52Z,©2002.,Book - Physical,GEN,Book,31175038601665,"Ithaca, N.Y. :",eng,NA,1
4979,"Maurice Blanchot Colloque de Genève : ""la littérature encore une fois"" /","Maurice Blanchot Colloque de Genève Geneva, Switzerland) (2017 ;",Association des amis de Maurice Blanchot; Furor,2020-11-24T11:00:36Z,[2017],Book - Physical,GEN,Book,31175038621663,Genève :,fre,NA,1
4980,Le chaudron de Médée : l'expérimentation sur le vivant dans l'Antiquité /,"Grmek, Mirko D. 1924-2000. (Mirko Dražen),",Institut Synthélabo,2020-11-18T08:32:49Z,©1997.,Book - Physical,GEN,Book,31175038601129,"[Le Plessis-Robinson, France] :",fre,NA,1
4981,"Historia mínima de las relaciones exteriores de México, 1821-2000 /","Lajous, Roberta.",El Colegio de México,2020-11-30T14:38:38Z,2012.,Book - Physical,GEN,Book,31175038890425,"México, D.F. :",spa,NA,1
4982,"Narrative pasts : the making of a Muslim community in Gujarat, c. 1400-1650 /","Balachandran, Jyoti Gulati, author.",Oxford University Press,2020-11-20T14:22:42Z,2020.,Book - Physical,GEN,Book,31175038596865,"New Delhi, India :",eng,NA,1
4983,"Material poetics in hemispheric America : words and objects, 1950-2010 /","Kosick, Rebecca, author.",Edinburgh University Press,2020-11-20T14:49:29Z,[2020],Book - Physical,GEN,Book,31175038600584,Edinburgh :,eng,NA,1
4984,The Stoic theory of beauty /,"Čelkytė, Aistė, author.",Edinburgh University Press,2020-11-24T09:50:09Z,[2020],Book - Physical,GEN,Book,31175038604545,Edinburgh :,eng,NA,1
4985,Gardens of gold : place-making in Papua New Guinea /,"Halvaksz, Jamon Alex, author.",University of Washington Press,2020-11-24T09:51:11Z,[2020],Book - Physical,GEN,Book,31175038601921,Seattle :,eng,NA,1
4986,Poetry and money : a speculation /,"Robinson, Peter, 1953- author.",Liverpool University Press,2020-12-04T13:14:37Z,2020.,Book - Physical,GEN,Book,31175038605435,Liverpool :,eng,NA,1
4987,Women and gender in the Qur'an /,"Ibrahim, Celene, author.",Oxford University Press,2020-12-09T08:53:42Z,[2020],Book - Physical,GEN,Book,31175038607431,"New York, NY :",eng,NA,1
4988,What the West is getting wrong about the Middle East : why Islam is not the problem /,"Taspinar, Omer, 1970- author.",IB Tauris,2020-12-09T08:53:41Z,2021.,Book - Physical,GEN,Book,31175038607340,London :,eng,NA,1
4989,Cyclops /,"Euripides, author.",Cambridge University Press,2020-12-08T14:25:54Z,2020,Book - Physical,GEN,Book,31175038885375,"Cambridge, United Kingdom ; New York, NY :",eng,NA,1
4990,The anatomy of post-communist regimes : a conceptual framework /,"Magyar, Bálint, 1952- author.",Central European University Press,2020-12-14T09:26:20Z,2020.,Book - Physical,GEN,Book,31175038605591,"Budapest, Hungary ; New York, NY :",eng,NA,1
