book_id,title,author,publisher,creation_date,pub_date,item_type,location_code,material_type,barcode,publication_place,language,descripton,loans
1,The textual tradition of Plato's Republic /,"Boter, Gerard",Brill,2016-08-03T01:02:20Z,1988,Book - Physical,GEN,Book,31175016720354,Leiden ; New York :,eng,NA,1
2,Intellectual trends in twentieth-century Iran : a critical survey /,NA,University Press of Florida,2016-08-03T01:02:26Z,©2003.,Book - Physical,GEN,Book,31175027932113,"Gainesville, FL :",eng,NA,1
3,The last redwoods and the parkland of Redwood Creek /,"Leydet, François, 1927-1997.",Sierra Club,2016-08-03T01:02:29Z,[1969],Book - Physical,GEN,Book,31175004090265,[San Francisco],eng,NA,1
4,Large lakes : ecological structure and function /,NA,Springer-Verlag,2016-08-03T01:02:30Z,©1990.,Book - Physical,GEN,Book,31175013500353,Berlin ; New York :,eng,NA,1
5,"Ruling suburbia : John J. McClure and the Republican machine in Delaware County, Pennsylvania /","McLarnon, John Morrison, 1949-",Associated University Presses; University of Delaware Press,2016-08-03T01:02:37Z,©2003.,Book - Physical,GEN,Book,31175027932717,Newark : London :,eng,NA,1
6,Laser diode modulation and noise /,"Petermann, K. (Klaus)",Sold and distributed in the USA and Canada by Kluwer Academic Publishers; KTK Scientific Publishers; Kluwer Academic Publishers,2016-08-03T01:02:42Z,©1988.,Book - Physical,GEN,Book,31175012899756,"Dordrecht ; Boston : Tokyo : Norwell, MA :",eng,NA,1
7,"Modernización capitalista, racismo y violencia : Guatemala (1750-1930) /","González-Izás, Matilde, author",El Colegio de México,2016-08-03T01:02:43Z,2014,Book - Physical,GEN,Book,31175036219395,"México, D.F. :",spa,NA,1
8,Werke : grosse kommentierte Berliner und Frankfurter Ausgabe /,"Brecht, Bertolt, 1898-1956.",Suhrkamp Verlag; Aufbau-Verlag,2016-08-03T01:02:44Z,1988-2000.,Book - Physical,GEN,Book,31175014691912,Berlin ; Weimar : Frankfurt am Main :,ger,v.17,1
9,Three decades of engendering history : selected works of Antonia I. Castañeda /,"Castañeda, Antonia, author editor interviewee.",University of North Texas Press,2016-08-03T01:02:46Z,2014.,Book - Physical,GEN,Book,31175036241472,"Denton, Texas :",eng,NA,1
10,"Cannon's Point Plantation, 1794-1860 : living conditions and status patterns in the old South /","Otto, John Solomon.",Academic Press,2016-08-03T01:02:45Z,1984.,Book - Physical,GEN,Book,31175010869678,New York :,eng,NA,1
11,Capoeira Angola; ensaio sócio-etnográfico.,"Rego, Waldeloir.",Gráf Lux,2016-08-03T01:02:48Z,1968.,Book - Physical,GEN,Book,31175011800060,"[Rio de Janeiro,",por,NA,1
12,Victor Turner and the construction of cultural criticism : between literature and anthropology /,NA,Indiana University Press,2016-08-03T01:03:04Z,©1990.,Book - Physical,GEN,Book,31175015025243,Bloomington :,eng,NA,1
13,Sechs italienische Sonaten : für Querflöte und Basso continuo = Six Italian sonatas : for transverse flute and basso continuo /,"Quantz, Johann Joachim, 1697-1773.",Amadeus,2016-08-03T01:03:09Z,2012.,Notated music - Physical,GEN,Music,31175035574683,"Winterthur, Schweiz :",zxx,NA,1
14,Spiritual ecology : a quiet revolution /,"Sponsel, Leslie E. 1943- (Leslie Elmer),",Praeger,2016-08-03T01:03:07Z,©2012.,Book - Physical,GEN,Book,31175034641699,Santa Barbara :,eng,NA,1
15,Picturing the true form : Daoist visual culture in traditional China /,"Huang, Shih-shan Susan",Distributed by Harvard University Press; Harvard University Asia Center,2016-08-03T01:03:12Z,2012,Book - Physical,GEN,Book,31175034755994,"Cambridge, Mass. :",eng,NA,1
16,Plato's moral realism : the discovery of the presuppositions of ethics /,"Rist, John M",Catholic University of America Press,2016-08-03T01:03:10Z,"[2012], ©2012",Book - Physical,GEN,Book,31175034763717,"Washington, D.C. :",eng,NA,1
17,Evolución política del pueblo mexicano /,"Sierra, Justo, 1848-1912.",Biblioteca Ayacucho,2016-08-03T01:03:23Z,[1977],Book - Physical,GEN,Book,31175007356960,[Caracas] :,spa,NA,1
18,Gramática elemental del gallego común /,"Carvalho Calero, Ricardo.",Galaxia,2016-08-03T01:03:26Z,1979.,Book - Physical,GEN,Book,31175007572244,[Vigo] :,lat,NA,1
19,The Excluded past : archaeology in education /,NA,Unwin Hyman,2016-08-03T01:03:39Z,1990.,Book - Physical,GEN,Book,31175015139531,London ; Boston :,eng,NA,1
20,Classical horizons : the origins of sociology in ancient Greece /,"McCarthy, George E.",State University of New York Press,2016-08-03T01:03:49Z,©2003.,Book - Physical,GEN,Book,31175027948515,Albany :,eng,NA,1
21,"Jews, Turks, Ottomans : a shared history, fifteenth through the twentieth century /",NA,Syracuse University Press,2016-08-03T01:03:52Z,2002.,Book - Physical,GEN,Book,31175027696148,"Syracuse, N.Y. :",eng,NA,1
22,The critique of the state /,"Bartelson, Jens.",Cambridge University Press,2016-08-03T01:03:58Z,2001.,Book - Physical,GEN,Book,31175028136508,Cambridge ; New York :,eng,NA,1
23,Second World War /,"Gilbert, Martin, 1936-2015.",Weidenfeld and Nicolson,2016-08-03T01:04:22Z,©1989.,Book - Physical,GEN,Book,31175019993487,London :,eng,NA,1
24,An organizer's tale : speeches /,"Chavez, Cesar, 1927-1993.",Penguin Group,2016-08-03T01:04:40Z,2008.,Book - Physical,GEN,Book,31175031842886,New York :,eng,NA,1
25,Fungicide resistance in crop protection : risk and management /,NA,CABI,2016-08-03T01:04:42Z,c2012.,Book - Physical,GEN,Book,31175034593692,"Wallingford, Oxfordshire ; Cambridge, MA :",eng,NA,1
26,When I was a child I read books /,"Robinson, Marilynne, author.",Farrar Straus and Giroux,2016-08-03T01:04:43Z,2012.,Book - Physical,GEN,Book,31175034570534,New York :,eng,NA,1
27,The race for what's left : the global scramble for the world's last resources /,"Klare, Michael T., 1942-",Metropolitan Books,2016-08-03T01:04:48Z,2012.,Book - Physical,GEN,Book,31175034566706,New York :,eng,NA,1
28,Die Fliegen der palaearktischen Region.,"Lindner, Erwin.",E Schweizerbart,2016-08-03T01:04:49Z,1924,Other Serial - Physical,GEN,Journal,31175031082665,Stuttgart :,ger,v.8,1
29,Handbook of heterogeneous catalysis /,NA,John Wiley distributor; Wiley-VCH,2016-08-03T01:04:50Z,©2008.,Book - Physical,GEN,Book,31175033421408,Weinheim : [Chichester] :,eng,v.1,1
30,Black and white in colour : African history on screen /,NA,Double Storey; Ohio University Press; James Currey,2016-08-03T01:04:53Z,2007.,Book - Physical,GEN,Book,31175031654125,Oxford : Athens : Cape Town :,eng,NA,1
31,"Kara Walker : my complement, my enemy, my oppressor, my love /","Walker, Kara Elizabeth, artist.",Walker Art Center,2016-08-03T01:04:53Z,[2007],Book - Physical,GEN,Book,31175031317020,Minneapolis :,eng,NA,1
32,Wilderness defender : Horace M. Albright and conservation /,"Swain, Donald C.",University of Chicago Press,2016-08-03T01:05:20Z,[1970],Book - Physical,GEN,Book,31175001086175,Chicago :,eng,NA,1
33,Wild and wonderful flowers for your home /,"Fleck, Irma.",Timber Press,2016-08-03T01:05:22Z,c1989.,Book - Physical,GEN,Book,31175013088953,"Portland, Or. :",eng,NA,1
34,"The architecture of conquest : building in the Viceroyalty of Peru, 1535-1635 /","Fraser, Valerie.",Cambridge University Press,2016-08-03T01:05:31Z,1990.,Book - Physical,GEN,Book,31175013461028,Cambridge [England] ; New York :,eng,NA,1
35,Early English Text Society.,NA,Published for the Early English Text Society by K Paul Trench Trübner & Co and by H Milford Oxford University Press,2016-08-03T01:05:39Z,1864,Other Serial - Physical,GEN,Journal,31175034356009,London ; New York :,eng,no.335(2010),1
36,Early English Text Society.,NA,Published for the Early English Text Society by K Paul Trench Trübner & Co and by H Milford Oxford University Press,2016-08-03T01:05:39Z,1864,Other Serial - Physical,GEN,Journal,31175033366074,London ; New York :,eng,no.334 (2009),1
37,At home in diaspora : South Asian scholars and the West /,NA,Indiana University Press,2016-08-03T01:05:47Z,©2003.,Book - Physical,GEN,Book,31175028414210,Bloomington :,eng,NA,1
38,Detroit monographs in musicology/Studies in music.,NA,Harmonie Park Press,2016-08-03T01:05:49Z,1991,Other Serial - Physical,GEN,Journal,31175019774218,"Sterling Heights, Michigan :",eng,no.15 (1995),1
39,Studies in pre-Columbian art and archaeology,NA,Dumbarton Oaks Trustees for Harvard University,2016-08-03T01:05:48Z,1966-,Other Serial - Physical,GEN,Journal,31175033750400,"Washington, D.C. :",eng,no.36(2009),1
40,Dog songs : Thirty-five dog songs and one essay /,"Oliver, Mary, 1935-2019.",Penguin Press,2016-08-03T01:05:51Z,2013.,Book - Physical,GEN,Book,31175035570152,New York :,eng,NA,1
41,The quest of the absolute : birth and decline of European romanticism /,"Dupré, Louis K., 1925-2022.",University of Notre Dame Press,2016-08-03T01:05:54Z,[2013],Book - Physical,GEN,Book,31175035570194,"Notre Dame, Indiana :",eng,NA,1
42,Syrian identity in the Greco-Roman world /,"Andrade, Nathanael J.",Cambridge University Press,2016-08-03T01:05:58Z,2013.,Book - Physical,GEN,Book,31175035549354,Cambridge ; New York :,eng,NA,1
43,Medieval virginities /,NA,University of Wales Press,2016-08-03T01:05:57Z,2003.,Book - Physical,GEN,Book,31175028532144,Cardiff :,eng,NA,1
44,Gastrointestinal physiology /,"Johnson, Leonard R., 1942- author.",Elsevier/Mosby,2016-08-03T01:06:00Z,[2014],Book - Physical,GEN,Book,31175036141094,"Philadelphia, PA :",eng,NA,1
45,Water features for small gardens : from concept to construction /,"Davitt, Keith.",Timber Press,2016-08-03T01:06:02Z,2003.,Book - Physical,GEN,Book,31175028664905,"Portland, Or. :",eng,NA,1
46,"Flamenco music theory : rhythm, harmony, melody, form /","Fernández, Lola.",Acordes Concert,2016-08-03T01:06:08Z,©2004.,Book - Physical,GEN,Book,31175034909302,Madrid :,eng,NA,1
47,The American claimant /,"Twain, Mark, 1835-1910.",Oxford University Press,2016-08-03T01:06:13Z,1996.,Book - Physical,GEN,Book,31175021642171,New York :,eng,NA,1
48,"City, chant, and the topography of early music /",NA,Harvard University Press,2016-08-03T01:06:16Z,2013,Book - Physical,GEN,Book,31175035550097,"Cambridge, Massachusetts :",eng,NA,1
49,Military brass vs. civilian academics at the National War College : a clash of cultures /,"Wiarda, Howard J., 1939-",Lexington Books,2016-08-03T01:06:19Z,©2011.,Book - Physical,GEN,Book,31175034119167,"Lanham, Md. :",eng,NA,1
50,The Nostradamus encyclopedia : the definitive reference guide to the work and world of Nostradamus /,"Lemesurier, Peter.",St Martin's Press,2016-08-03T01:06:21Z,c1997.,Book - Physical,GEN,Book,31175025396360,New York :,eng,NA,1
51,Introduction to quantitative genetics /,"Falconer, D. S. (Douglas Scott)",Longman,2016-08-03T01:06:22Z,1996.,Book - Physical,GEN,Book,31175035855645,"Essex, England :",eng,NA,1
52,"History on the edge : Excalibur and the borders of Britain, 1100-1300 /","Warren, Michelle R., 1967-",University of Minnesota Press,2016-08-03T01:06:29Z,©2000.,Book - Physical,GEN,Book,31175025231336,Minneapolis :,eng,NA,1
53,Celebrating Mutabilitie : essays on Edmund Spenser's Mutabilitie cantos /,NA,Distributed in the US exclusively by Palgrave Macmillan; Manchester University Press,2016-08-03T01:06:39Z,2010.,Book - Physical,GEN,Book,31175033859417,"Manchester, UK ; New York : New York :",eng,NA,1
54,Manipulating quantum structures using laser pulses /,"Shore, Bruce W.",Cambridge University Press,2016-08-03T01:06:49Z,2011.,Book - Physical,GEN,Book,31175034345606,"Cambridge, UK ; New York :",eng,NA,1
55,"Cultural memory and Western civilization : functions, media, archives /","Assmann, Aleida, author",Cambridge University Press,2016-08-03T01:06:58Z,2011,Book - Physical,GEN,Book,31175034409253,New York :,eng,NA,1
56,"In the light of a blessed tree : illuminations of Islamic belief, practice and history /","Gianotti, Timothy J., author.",Wipf & Stock,2016-08-03T01:06:58Z,[2011],Book - Physical,GEN,Book,31175034398084,"Eugene, Oregon :",eng,NA,1
57,Exploratory multivariate analysis by example using R /,"Husson, François.",CRC Press,2016-08-03T01:06:58Z,c2011.,Book - Physical,GEN,Book,31175033981559,Boca Raton :,eng,NA,1
58,The Harlem Renaissance in the American West : the new Negro's western experience /,NA,Routledge,2016-08-03T01:07:01Z,2012.,Book - Physical,GEN,Book,31175034398662,New York :,eng,NA,1
59,Fiscal federalism,"Oates, Wallace E.",Harcourt Brace Jovanovich,2021-07-20T10:29:57Z,[1972],Book - Physical,GEN,Book,31175000444235,"New York,",eng,c.2,1
60,Flavonoid metabolism /,"Stafford, Helen A., 1922-",CRC Press,2016-08-03T01:07:17Z,©1990.,Book - Physical,GEN,Book,31175015029476,"Boca Raton, Fla. :",eng,NA,1
61,Five stages of Greek religion /,"Murray, Gilbert, 1866-1957.",AMS Press,2016-08-03T01:07:15Z,1978.,Book - Physical,GEN,Book,31175002152679,New York :,eng,NA,1
62,Five gentlemen of Japan; the portrait of a nation's character.,"Gibney, Frank, 1924-2006.",Farrar Straus and Young,2016-08-03T01:07:33Z,[1953],Book - Physical,GEN,Book,31175001127771,"New York,",eng,NA,1
63,Aristotle's philosophy of biology : studies in the origins of life science /,"Lennox, James G.",Cambridge University Press,2016-08-03T01:07:37Z,2001.,Book - Physical,GEN,Book,31175025969661,"Cambridge, UK ; New York :",eng,NA,1
64,The therapy of the word in classical antiquity /,"Laín Entralgo, Pedro.",Yale University Press,2016-08-03T01:07:53Z,1970.,Book - Physical,GEN,Book,31175005699114,"New Haven, Conn. :",eng,NA,1
65,The mirror : a history /,"Melchior-Bonnet, Sabine.",Routledge,2016-08-03T01:07:47Z,2001.,Book - Physical,GEN,Book,31175025981872,New York :,eng,NA,1
66,Aristotle on nature and living things : philosophical and historical studies : presented to David M. Balme on his seventieth birthday /,NA,Bristol Classical Press; Mathesis Publications Inc,2016-08-03T01:07:55Z,1985.,Book - Physical,GEN,Book,31175011634949,"Pittsburgh, Pa. : Bristol, England :",eng,NA,1
67,Armenia: cradle of civilization.,"Lang, David Marshall.",Allen and Unwin,2016-08-03T01:07:57Z,1970.,Book - Physical,GEN,Book,31175026687791,"London,",eng,NA,1
68,Animal cognition : the mental lives of animals /,"Wynne, Clive D. L., author.",Palgrave,2016-08-03T01:08:00Z,2001.,Book - Physical,GEN,Book,31175030566031,"Basingstoke, Hampshire, England ; New York, N.Y. :",eng,NA,1
69,"Aristotle's syllogistic,","Rose, Lynn E., author.",Thomas,2016-08-03T01:08:09Z,[1968],Book - Physical,GEN,Book,31175000358831,"Springfield, Ill.,",eng,NA,1
70,The Armenians.,"Der Nersessian, Sirarpie, 1896-1989.",Praeger Publishers,2016-08-03T01:08:10Z,"[1970, ©1969]",Book - Physical,GEN,Book,31175000062920,"New York,",eng,NA,1
71,Aristotle /,"Randall, John Herman, Jr., 1899-1980.",Columbia University Press,2016-08-03T01:08:13Z,1968.,Book - Physical,GEN,Book,31175014640604,"New York,",eng,NA,1
72,"Aristotle on science, the ""Posterior analytics"" : proceedings of the eighth Symposium Aristotelicum held in Padua from September 7 to 15, 1978 /","Symposium Aristotelicum Padua, Italy) 1978 : (8th :",Editrice Antenore,2016-08-03T01:08:13Z,1981.,Book - Physical,GEN,Book,31175011450288,Padova :,eng,NA,1
73,Aristotle /,"Morrall, John B.",G Allen & Unwin,2016-08-03T01:08:18Z,1977.,Book - Physical,GEN,Book,31175002911090,London ; Boston :,eng,NA,1
74,"Emily Dickinson's open folios : scenes of reading, surfaces of writing /","Dickinson, Emily, 1830-1886.",University of Michigan Press,2016-08-03T01:08:37Z,©1995.,Book - Physical,GEN,Book,31175021131415,Ann Arbor :,eng,NA,1
75,Dying modern : a meditation on elegy /,"Fuss, Diana, 1960-",Duke University Press,2016-08-03T01:08:41Z,2013.,Book - Physical,GEN,Book,31175035436800,Durham :,eng,NA,1
76,A history of sociological research methods in America : 1920-1960 /,"Platt, Jennifer.",Cambridge University Press,2016-08-03T01:08:44Z,1996.,Book - Physical,GEN,Book,31175021082014,Cambridge [England] ; New York :,eng,NA,1
77,Al-Ghazali's Moderation in belief : al-Iqtiṣād fī al-iʻtiqād /,"Ghazzālī, 1058-1111.",The University of Chicago Press,2016-08-03T01:08:44Z,[2013],Book - Physical,GEN,Book,31175035568370,Chicago ; London :,eng,NA,1
78,Maya ideologies of the sacred : the transfiguration of space in colonial Yucatan /,"Solari, Amara, 1978- author.",University of Texas Press,2016-08-03T01:08:52Z,2013.,Book - Physical,GEN,Book,31175035512964,Austin :,eng,NA,1
79,Colour and clarity of natural waters : science and management of optical water quality /,"Davies-Colley, R. J.",Ellis Horwood,2016-08-03T01:08:54Z,1993.,Book - Physical,GEN,Book,31175018838287,London ; New York :,eng,NA,1
80,Local economic development in the 21st century : quality of life and sustainability /,"Greenwood, Daphne T., 1949-",ME Sharpe,2016-08-03T01:08:54Z,©2010.,Book - Physical,GEN,Book,31175033477145,"Armonk, N.Y. :",eng,NA,1
81,"Insurgent encounters : transnational activism, ethnography, and the political /",NA,Duke University Press,2016-08-03T01:08:56Z,2013.,Book - Physical,GEN,Book,31175035438707,Durham ; London :,eng,NA,1
82,Animal communication theory : information and influence /,NA,Cambridge University Press,2016-08-03T01:08:58Z,2013.,Book - Physical,GEN,Book,31175035419376,Cambridge ; New York :,eng,NA,1
83,Writing in the air : heterogeneity and the persistence of oral tradition in Andean literatures /,"Cornejo Polar, Antonio.",Duke University Press,2016-08-03T01:08:58Z,2013.,Book - Physical,GEN,Book,31175035436222,Durham :,eng,NA,1
84,The corpse washer /,"Antoon, Sinan, 1967-",Yale University Press,2016-08-03T01:09:00Z,[2013],Book - Physical,GEN,Book,31175035436180,New Haven :,eng,NA,1
85,Samuel Beckett's library /,"Hulle, Dirk van.",Cambridge University Press,2016-08-03T01:09:02Z,2013.,Book - Physical,GEN,Book,31175035434383,New York :,eng,NA,1
86,"Manuscrits arméniens illustrés des XIIe, XIIIe, et XIVe siècles de la Bibliothèque des pères Mekhitharistes de Venise,","Der Nersessian, Sirarpie, 1896-1989.",E de Boccard,2016-08-03T01:09:02Z,1936-1937.,Book - Physical,GEN,Book,31175002980178,"Paris,",fre,v.2,1
87,"Manuscrits arméniens illustrés des XIIe, XIIIe, et XIVe siècles de la Bibliothèque des pères Mekhitharistes de Venise,","Der Nersessian, Sirarpie, 1896-1989.",E de Boccard,2016-08-03T01:09:02Z,1936-1937.,Book - Physical,GEN,Book,31175002980160,"Paris,",fre,v.1,1
88,Classics and colonialism /,NA,Duckworth,2016-08-03T01:09:04Z,2005.,Book - Physical,GEN,Book,31175029381210,London :,eng,NA,1
89,Schopenhauer's encounter with Indian thought : representation and will and their Indian parallels /,"Cross, Stephen, author.",University of Hawaiʻi Press,2016-08-03T01:09:06Z,[2013],Book - Physical,GEN,Book,31175035445306,Honolulu :,eng,NA,1
90,Daily life in the medieval Islamic world /,"Lindsay, James E., 1957-",Greenwood Press,2016-08-03T01:09:08Z,2005.,Book - Physical,GEN,Book,31175030003753,"Westport, Conn :",eng,NA,1
91,"International code of nomenclature for algae, fungi and plants (Melbourne code) : adopted by the Eighteenth International Botanical Congress Melbourne, Australia, July 2011 /",NA,Koeltz Scientific Books,2016-08-03T01:09:10Z,2012,Book - Physical,GEN,Book,31175035431769,"Königstein, Germany :",eng,NA,1
92,Luxury and pleasure in eighteenth-century Britain /,"Berg, Maxine, 1950-",Oxford University Press,2016-08-03T01:09:15Z,2005.,Book - Physical,GEN,Book,31175030010576,Oxford ; New York :,eng,NA,1
93,From polypragmon to curiosus : ancient concepts of curious and meddlesome behaviour /,"Leigh, Matthew.",Oxford University Press,2016-08-03T01:09:15Z,2013.,Book - Physical,GEN,Book,31175035442949,Oxford :,eng,NA,1
94,More stories by Japanese women writers : an anthology /,NA,ME Sharpe,2016-08-03T01:09:18Z,©2011.,Book - Physical,GEN,Book,31175034043409,"Armonk, N.Y. :",eng,NA,1
95,Fundamentals of attosecond optics /,"Chang, Zenghu.",CRC Press,2016-08-03T01:09:24Z,©2011.,Book - Physical,GEN,Book,31175033910970,Boca Raton :,eng,NA,1
96,Gandhi in the West : the Mahatma and the Rise of Radical Protest /,"Scalmer, Sean, 1971-",Cambridge University Press,2016-08-03T01:09:31Z,2011,Book - Physical,GEN,Book,31175034041155,Cambridge ; New York :,eng,NA,1
97,Light and photosynthesis in aquatic ecosystems /,"Kirk, John T. O. 1935- (John Thomas Osmond),",Cambridge University Press,2016-08-03T01:09:40Z,©2011.,Book - Physical,GEN,Book,31175034036296,"Cambridge, UK ; New York :",eng,NA,1
98,Grandeza mexicana /,"Balbuena, Bernardo de, -1627, author.",Biblioteca Nueva,2016-08-03T01:09:52Z,[2013],Book - Physical,GEN,Book,31175036143835,Madrid :,spa,NA,1
99,The great dialogue; history of Greek political thought from Homer to Polybius.,"Kagan, Donald.",Free Press,2016-08-03T01:09:53Z,[1965],Book - Physical,GEN,Book,31175002315631,"New York,",eng,NA,1
100,"Wort, beer, beer-based beverages : collection of brewing analysis methods of the Mitteleuropäische Brautechnische Analysenkommission /",NA,MEBAK,2016-08-03T01:09:56Z,2013.,Book - Physical,BIOV,Book,31175035600520,"Freising-Weienstephan, Germany :",eng,NA,1
101,Philosophers of the Renaissance /,NA,Catholic University of America Press,2016-08-03T01:10:01Z,©2010.,Book - Physical,GEN,Book,31175033384622,"Washington, D.C. :",eng,NA,1
102,Sixties fashion : from less is more to youthquake /,"Walford, Jonathan.",Thames & Hudson,2016-08-03T01:10:00Z,2013.,Book - Physical,GEN,Book,31175036135807,London :,eng,NA,1
103,El matrimonio de los peces rojos /,"Nettel, Guadalupe, 1973-",Ediciones Páginas de Espuma,2016-08-03T01:10:02Z,2013.,Book - Physical,GEN,Book,31175036144841,Madrid :,spa,NA,1
104,"Crystals in the sky : an intellectual odyssey involving Chumash astronomy, cosmology, and rock art /","Hudson, Travis.",Ballena Press,2016-08-03T01:10:11Z,©1978.,Book - Physical,GEN,Book,31175005065027,"[Socorro, N.M.] :",eng,NA,1
105,Civic rites : democracy and religion in ancient Athens /,"Evans, Nancy, 1963-",University of California Press,2016-08-03T01:10:11Z,©2010.,Book - Physical,GEN,Book,31175033313365,Berkeley :,eng,NA,1
106,Forbidden friendships : homosexuality and male culture in Renaissance Florence /,"Rocke, Michael, author.",Oxford University Press,2016-08-03T01:10:13Z,1996.,Book - Physical,GEN,Book,31175021364669,New York :,eng,NA,1
107,The French noel : with an anthology of 1725 arranged for flute duet /,NA,Indiana University Press,2016-08-03T01:10:13Z,©1996.,Notated music - Physical,GEN,Music,31175021563963,Bloomington :,fre,NA,1
108,"Curators and culture : the museum movement in America, 1740-1870 /","Orosz, Joel J.",University of Alabama Press,2016-08-03T01:10:13Z,©1990.,Book - Physical,GEN,Book,31175015056149,Tuscaloosa :,eng,NA,1
109,"Islam, science, and the challenge of history /","Dallal, Ahmad S.",Yale University Press,2016-08-03T01:10:15Z,©2010.,Book - Physical,GEN,Book,31175033315469,New Haven [Conn.] :,eng,NA,1
110,Art + science now /,"Wilson, Stephen, 1944-2011.",Thames & Hudson,2016-08-03T01:10:16Z,2010.,Book - Physical,GEN,Book,31175033314017,London ; New York :,eng,NA,1
111,The modulated scream : pain in late medieval culture /,"Cohen, Esther, 1947 December 21-",University of Chicago Press,2016-08-03T01:10:21Z,©2010.,Book - Physical,GEN,Book,31175033319073,Chicago :,eng,NA,1
112,"The German great banks and their concentration in connection with the economic development of Germany,","Riesser, J. 1853-1932. (Jacob),",Govt Print Off,2016-08-03T01:10:21Z,1911.,Book - Physical,GEN,Book,31175002883281,"Washington,",eng,NA,1
113,Statistical tools for nonlinear regression : a practical guide with S-PLUS examples /,NA,Springer,2016-08-03T01:10:22Z,©1996.,Book - Physical,GEN,Book,31175021553964,New York :,eng,NA,1
114,Electrodynamics of continuous media /,"Landau, L. D. 1908-1968. (Lev Davidovich),",Pergamon,2016-08-03T01:10:30Z,1984.,Book - Physical,GEN,Book,31175011001313,Oxford [Oxfordshire] ; New York :,eng,NA,1
115,Elements of California geography,"Durrenberger, Robert W.",National Press Books,2016-08-03T01:10:32Z,[1968],Book - Physical,GEN,Book,31175018575566,"Palo Alto, Calif.,",eng,NA,1
116,Chūsei ōchō monogatari no shinkenkyū : monogatari no henʼyō o kangaeru /,NA,Shintensha,2016-08-03T01:10:31Z,Heisei 19 [2007],Book - Physical,EAL,Book,31175031844171,Tōkyō :,jpn,NA,1
117,Plan of attack /,"Woodward, Bob, 1943- author.",Simon & Schuster,2016-08-03T01:10:34Z,[2004],Book - Physical,GEN,Book,31175028705310,New York :,eng,NA,1
118,Traffic safety and human behavior /,"Shinar, David.",Elsevier,2016-08-03T01:10:37Z,©2007.,Book - Physical,GEN,Book,31175032346333,Amsterdam ; London :,eng,NA,1
119,Elements of functional languages /,"Henson, Martin C.",Blackwell Scientific Publications,2016-08-03T01:10:37Z,1987.,Book - Physical,GEN,Book,31175013005619,Oxford ; Boston :,eng,NA,1
120,Mirror in parchment : the Luttrell Psalter and the making of medieval England /,"Camille, Michael.",University of Chicago Press,2016-08-03T01:10:58Z,1998.,Book - Physical,GEN,Book,31175023939997,Chicago :,eng,NA,1
121,"Last looks, last books : Stevens, Plath, Lowell, Bishop, Merrill /","Vendler, Helen, 1933-",Princeton University Press,2016-08-03T01:10:59Z,2010.,Book - Physical,GEN,Book,31175033306591,"Princeton, NJ :",eng,NA,1
122,"Petrarch, Scipio and the ""Africa"" : the birth of humanism's dream /","Bernardo, Aldo S.",Johns Hopkins Press,2016-08-03T01:11:17Z,1962.,Book - Physical,GEN,Book,31175001749970,Baltimore :,eng,NA,1
123,Los españoles : como llegaron a serlo /,"Castro, Américo, 1885-1972.",Taurus,2016-08-03T01:11:24Z,©1965.,Book - Physical,GEN,Book,31175008481783,Madrid :,spa,NA,1
124,Petrarch's Africa /,"Petrarca, Francesco, 1304-1374.",Yale University Press,2016-08-03T01:11:25Z,1977.,Book - Physical,GEN,Book,31175002751561,New Haven :,eng,NA,1
125,"The interpreter Geddes, the man and his gospel,","Defries, Amelia, 1882-",G Routledge & Sons Ltd,2016-08-03T01:11:25Z,1927.,Book - Physical,GEN,Book,31175010459264,"London,",eng,NA,1
126,"A manual of the writings in Middle English, 1050-1400. Supplement /","Wells, John Edwin, 1875-1943.",Connecticut Academy of Arts and Sciences,2016-08-03T01:11:27Z,1919-,Book - Physical,GEN,Book,31175008747324,"New Haven, Conn. :",eng,v.1,1
127,"Pest control in museums : a status report, (1980) /",NA,Association of Systematics Collections,2016-08-03T01:11:29Z,©1981.,Book - Physical,GEN,Book,31175008202536,"Lawrence, KS (Museum of Natural History, University of Kansas, Lawrence 66045) :",eng,NA,1
128,Guangdong Tang Song yao zhi chu tu tao ci /,NA,Xianggang da xue Feng pingshan bo wu guan,2016-08-03T01:11:30Z,1985.,Book - Physical,GEN,Book,31175020311877,Xianggang :,chi,NA,1
129,A minority in Britain; social studies of the Anglo-Jewish community,"Freedman, Maurice, 1920-1975, editor.",Vallentine Mithcell,2016-08-03T01:11:32Z,[1955],Book - Physical,GEN,Book,31175014864832,"London,",eng,NA,1
130,Community economics : linking theory and practice /,"Shaffer, Ron, 1945-",Blackwell Pub,2016-08-03T01:11:43Z,2004.,Book - Physical,GEN,Book,31175028426388,"Ames, Iowa :",eng,NA,1
131,Teaching Shakespeare into the twenty-first century /,NA,Ohio University Press,2016-08-03T01:11:54Z,©1997.,Book - Physical,GEN,Book,31175030895604,Athens :,eng,NA,1
132,"Fire in the forest : a history of forest fire control on the national forests in California, 1898-1956 /","Cermak, Robert W.",USDA Forest Service,2016-08-03T01:11:58Z,[2005],Book - Physical,GEN,Book,31175030788858,California :,eng,NA,1
133,"Handbook of music and emotion : theory, research, and applications /",NA,Oxford University Press,2016-08-03T01:12:03Z,2010.,Book - Physical,GEN,Book,31175033287056,Oxford ; New York :,eng,NA,1
