borrower_id,user_group,creation_date
246,Faculty and Staff,2014-11-19T00:00:00Z
247,Faculty and Staff,2015-01-08T00:00:00Z
248,Faculty and Staff,2015-02-25T00:00:00Z
249,Faculty and Staff,1997-09-17T00:00:00Z
250,Law Students and Staff,2015-03-12T00:00:00Z
251,Faculty and Staff,1991-05-30T00:00:00Z
252,Faculty and Staff,1992-03-27T00:00:00Z
253,Faculty and Staff,1992-08-31T00:00:00Z
254,Faculty and Staff,1991-05-24T00:00:00Z
255,Faculty and Staff,1991-07-30T00:00:00Z
256,Faculty and Staff,1992-05-08T00:00:00Z
257,Law Faculty,1992-08-06T00:00:00Z
258,Faculty and Staff,1999-03-12T00:00:00Z
259,Faculty and Staff,1991-07-31T00:00:00Z
260,Faculty and Staff,1998-09-25T00:00:00Z
261,Faculty and Staff,1993-01-07T00:00:00Z
262,Faculty and Staff,1998-10-27T00:00:00Z
263,Faculty and Staff,1999-08-25T00:00:00Z
264,Faculty and Staff,1998-09-29T00:00:00Z
265,Law Faculty,1990-11-01T00:00:00Z
266,Library Internal,1993-02-25T00:00:00Z
267,Faculty and Staff,1999-07-21T00:00:00Z
268,Faculty and Staff,1993-03-03T00:00:00Z
269,Faculty and Staff,1999-03-01T00:00:00Z
270,Faculty and Staff,1999-08-11T00:00:00Z
271,Faculty and Staff,1992-09-25T00:00:00Z
272,Faculty and Staff,1999-08-31T00:00:00Z
273,Law Faculty,1999-09-01T00:00:00Z
274,Faculty and Staff,1992-09-03T00:00:00Z
275,Faculty and Staff,1998-10-01T00:00:00Z
276,Faculty and Staff,1999-02-17T00:00:00Z
277,Faculty and Staff,1992-07-06T00:00:00Z
278,Faculty and Staff,1998-09-27T00:00:00Z
279,Faculty and Staff,1992-09-16T00:00:00Z
280,Faculty and Staff,1992-08-10T00:00:00Z
281,Faculty and Staff,1992-10-08T00:00:00Z
282,Faculty and Staff,1998-09-29T00:00:00Z
283,Faculty and Staff,1992-08-13T00:00:00Z
284,Faculty and Staff,2006-09-11T00:00:00Z
285,Law Faculty,1996-08-13T00:00:00Z
286,Faculty and Staff,1991-07-11T00:00:00Z
287,Faculty and Staff,2012-08-21T00:00:00Z
288,Faculty and Staff,2011-07-18T00:00:00Z
289,Law Faculty,2008-05-02T00:00:00Z
290,Law Faculty,2008-05-20T00:00:00Z
291,Law Faculty,2008-04-11T00:00:00Z
292,Faculty and Staff,2008-02-16T00:00:00Z
293,Faculty and Staff,2008-05-18T00:00:00Z
294,Faculty and Staff,2008-07-03T00:00:00Z
295,Faculty and Staff,2008-06-06T00:00:00Z
296,Law Faculty,2012-02-02T00:00:00Z
297,Law Faculty,2012-03-20T00:00:00Z
298,Faculty and Staff,2012-03-07T00:00:00Z
299,Faculty and Staff,1991-07-18T00:00:00Z
300,Faculty and Staff,2015-08-13T00:00:00Z
301,Faculty and Staff,2012-03-05T00:00:00Z
302,Faculty and Staff,1991-07-17T00:00:00Z
303,Faculty and Staff,2015-07-28T00:00:00Z
304,Faculty and Staff,2015-06-23T00:00:00Z
305,Faculty and Staff,2015-08-11T00:00:00Z
306,Law Students and Staff,2015-07-14T00:00:00Z
307,Faculty and Staff,2015-06-23T00:00:00Z
308,Faculty and Staff,2015-07-06T00:00:00Z
309,Faculty and Staff,2015-07-16T00:00:00Z
310,Faculty and Staff,2015-07-13T00:00:00Z
311,Faculty and Staff,1996-08-27T00:00:00Z
312,Faculty and Staff,1996-08-21T00:00:00Z
313,Faculty and Staff,1996-08-19T00:00:00Z
314,Faculty and Staff,2006-09-19T00:00:00Z
315,Faculty and Staff,2012-08-27T00:00:00Z
316,Faculty and Staff,2012-08-22T00:00:00Z
317,Faculty and Staff,2012-08-24T00:00:00Z
318,Law Faculty,2012-08-30T00:00:00Z
319,Faculty and Staff,2012-08-30T00:00:00Z
320,Faculty and Staff,1991-02-22T00:00:00Z
321,Faculty and Staff,2004-08-05T00:00:00Z
322,Faculty and Staff,2004-07-12T00:00:00Z
323,Faculty and Staff,2004-08-09T00:00:00Z
324,Faculty and Staff,1991-07-25T00:00:00Z
325,Faculty and Staff,2004-08-16T00:00:00Z
326,Faculty and Staff,2004-07-30T00:00:00Z
327,Faculty and Staff,2004-07-14T00:00:00Z
328,Law Faculty,2004-08-18T00:00:00Z
329,Faculty and Staff,2004-08-16T00:00:00Z
330,Faculty and Staff,1991-07-23T00:00:00Z
331,Faculty and Staff,2010-09-08T00:00:00Z
332,Faculty and Staff,2010-09-09T00:00:00Z
333,Faculty and Staff,1991-07-27T00:00:00Z
334,Faculty and Staff,2010-08-23T00:00:00Z
335,Faculty and Staff,2014-08-25T00:00:00Z
336,Faculty and Staff,1991-06-04T00:00:00Z
337,Faculty and Staff,2002-02-15T00:00:00Z
338,Faculty and Staff,1991-08-02T00:00:00Z
339,Faculty and Staff,2001-09-29T00:00:00Z
340,Faculty and Staff,2001-09-18T00:00:00Z
341,Faculty and Staff,1994-09-29T00:00:00Z
342,Faculty and Staff,1994-09-29T00:00:00Z
343,Law Faculty,2001-11-16T00:00:00Z
344,Faculty and Staff,2002-02-11T00:00:00Z
345,Faculty and Staff,2001-10-17T00:00:00Z
346,Faculty and Staff,2001-09-12T00:00:00Z
347,Faculty and Staff,2001-11-05T00:00:00Z
348,Faculty and Staff,1991-07-10T00:00:00Z
349,Faculty and Staff,2013-06-24T00:00:00Z
350,Faculty and Staff,2013-06-10T00:00:00Z
351,Faculty and Staff,1997-09-10T00:00:00Z
352,Faculty and Staff,2009-07-14T00:00:00Z
353,Faculty and Staff,2009-07-29T00:00:00Z
354,Faculty and Staff,2012-08-21T00:00:00Z
355,Faculty and Staff,2012-08-21T00:00:00Z
356,Faculty and Staff,2012-09-17T00:00:00Z
357,Faculty and Staff,2012-10-15T00:00:00Z
358,Faculty and Staff,2012-09-17T00:00:00Z
359,Faculty and Staff,2012-09-07T00:00:00Z
360,Faculty and Staff,1991-07-01T00:00:00Z
361,Law Faculty,2004-09-16T00:00:00Z
362,Faculty and Staff,2004-09-16T00:00:00Z
363,Faculty and Staff,1996-09-03T00:00:00Z
364,Faculty and Staff,2006-09-30T00:00:00Z
365,Faculty and Staff,2006-09-28T00:00:00Z
366,Faculty and Staff,2012-08-21T00:00:00Z
367,Faculty and Staff,2007-05-08T00:00:00Z
368,Faculty and Staff,2007-04-12T00:00:00Z
369,Faculty and Staff,2007-03-26T00:00:00Z
370,Faculty and Staff,1991-05-03T00:00:00Z
371,Faculty and Staff,2014-09-15T00:00:00Z
372,Faculty and Staff,2014-09-16T00:00:00Z
373,Faculty and Staff,2014-09-11T00:00:00Z
374,Faculty and Staff,1991-07-25T00:00:00Z
375,Faculty and Staff,1991-07-31T00:00:00Z
376,Faculty and Staff,2005-09-23T00:00:00Z
377,Faculty and Staff,2007-07-20T00:00:00Z
378,Faculty and Staff,2007-07-03T00:00:00Z
379,Faculty and Staff,2007-06-12T00:00:00Z
380,Faculty and Staff,2007-07-13T00:00:00Z
381,Faculty and Staff,2013-07-19T00:00:00Z
382,Faculty and Staff,2013-08-12T00:00:00Z
383,Faculty and Staff,2013-07-16T00:00:00Z
384,Faculty and Staff,2013-08-06T00:00:00Z
385,Faculty and Staff,1991-07-26T00:00:00Z
386,Faculty and Staff,2013-08-12T00:00:00Z
387,Faculty and Staff,1991-08-28T00:00:00Z
388,Law Faculty,2016-08-10T00:00:00Z
389,Faculty and Staff,1991-07-26T00:00:00Z
390,Faculty and Staff,1991-07-05T00:00:00Z
391,Faculty and Staff,2016-07-06T00:00:00Z
392,Library Internal,1991-08-21T00:00:00Z
393,Faculty and Staff,1990-07-31T00:00:00Z
394,Faculty and Staff,2016-07-15T00:00:00Z
395,Faculty and Staff,2016-07-01T00:00:00Z
396,Faculty and Staff,2016-07-19T00:00:00Z
397,Faculty and Staff,1990-11-02T00:00:00Z
398,Faculty and Staff,2016-07-01T00:00:00Z
399,Faculty and Staff,2016-07-06T00:00:00Z
400,Faculty and Staff,1992-01-07T00:00:00Z
401,Faculty and Staff,1991-08-30T00:00:00Z
402,Faculty and Staff,1998-08-21T00:00:00Z
403,Faculty and Staff,2014-02-13T00:00:00Z
404,Faculty and Staff,2014-04-08T00:00:00Z
405,Faculty and Staff,2014-04-15T00:00:00Z
406,Faculty and Staff,2010-08-24T00:00:00Z
407,Faculty and Staff,1997-01-23T00:00:00Z
408,Faculty and Staff,2010-08-23T00:00:00Z
409,Faculty and Staff,1990-11-28T00:00:00Z
410,Faculty and Staff,2016-06-15T00:00:00Z
411,Faculty and Staff,2016-06-15T00:00:00Z
412,Law Public,2016-05-23T00:00:00Z
413,Faculty and Staff,2016-06-17T00:00:00Z
414,Law Faculty,2006-10-16T00:00:00Z
415,Faculty and Staff,2006-12-04T00:00:00Z
416,Faculty and Staff,1991-07-29T00:00:00Z
417,Faculty and Staff,1991-07-29T00:00:00Z
418,Faculty and Staff,2006-10-04T00:00:00Z
419,Faculty and Staff,2006-11-01T00:00:00Z
420,Faculty and Staff,2007-01-03T00:00:00Z
421,Faculty and Staff,1991-06-26T00:00:00Z
422,Faculty and Staff,2007-08-28T00:00:00Z
423,Faculty and Staff,1991-07-31T00:00:00Z
424,Faculty and Staff,2012-08-07T00:00:00Z
425,Faculty and Staff,2012-08-08T00:00:00Z
426,Faculty and Staff,1998-01-20T00:00:00Z
427,Faculty and Staff,1998-04-10T00:00:00Z
428,Faculty and Staff,2015-09-03T00:00:00Z
429,Faculty and Staff,2015-09-21T00:00:00Z
430,Faculty and Staff,1998-02-17T00:00:00Z
431,Undergraduate students,2015-09-01T00:00:00Z
